央视频道,#genre#
CCTV怀旧剧场,http://bk.myds.me:8899/rtp/239.69.1.89:10174
CCTV怀旧剧场,http://hiliu.myds.me:18088/rtp/239.69.1.89:10174
CCTV怀旧剧场,http://laopo995mz.gicp.net:88/rtp/239.69.1.89:10174
CCTV女性时尚,http://bk.myds.me:8899/rtp/239.69.1.86:10156
CCTV女性时尚,http://hiliu.myds.me:18088/rtp/239.69.1.86:10156
CCTV女性时尚,http://laopo995mz.gicp.net:88/rtp/239.69.1.86:10156
CCTV央视台球,http://bk.myds.me:8899/rtp/239.69.1.98:10224
CCTV央视台球,http://hiliu.myds.me:18088/rtp/239.69.1.98:10224
CCTV央视台球,http://laopo995mz.gicp.net:88/rtp/239.69.1.98:10224
CCTV电视指南,http://bk.myds.me:8899/rtp/239.69.1.87:10162
CCTV电视指南,http://hiliu.myds.me:18088/rtp/239.69.1.87:10162
CCTV电视指南,http://laopo995mz.gicp.net:88/rtp/239.69.1.87:10162
卫视频道,#genre#
湖南卫视,http://bk.myds.me:8899/rtp/239.254.96.139:8908
湖南卫视,http://bk.myds.me:8899/rtp/239.254.96.15:8064
湖南卫视,http://bk.myds.me:8899/rtp/239.69.2.34:11358
湖南卫视,http://hiliu.myds.me:18088/rtp/239.254.96.139:8908
湖南卫视,http://hiliu.myds.me:18088/rtp/239.254.96.15:8064
湖南卫视,http://hiliu.myds.me:18088/rtp/239.69.2.34:11358
湖南卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.139:8908
湖南卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.15:8064
湖南卫视,http://laopo995mz.gicp.net:88/rtp/239.69.2.34:11358
浙江卫视,http://bk.myds.me:8899/rtp/239.254.96.143:8932
浙江卫视,http://bk.myds.me:8899/rtp/239.254.96.18:8082
浙江卫视,http://bk.myds.me:8899/rtp/239.69.2.35:11364
浙江卫视,http://hiliu.myds.me:18088/rtp/239.254.96.143:8932
浙江卫视,http://hiliu.myds.me:18088/rtp/239.254.96.18:8082
浙江卫视,http://hiliu.myds.me:18088/rtp/239.69.2.35:11364
浙江卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.143:8932
浙江卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.18:8082
浙江卫视,http://laopo995mz.gicp.net:88/rtp/239.69.2.35:11364
江苏卫视,http://bk.myds.me:8899/rtp/239.254.96.144:8938
江苏卫视,http://bk.myds.me:8899/rtp/239.254.96.17:8076
江苏卫视,http://bk.myds.me:8899/rtp/239.69.2.36:11370
江苏卫视,http://hiliu.myds.me:18088/rtp/239.254.96.144:8938
江苏卫视,http://hiliu.myds.me:18088/rtp/239.254.96.17:8076
江苏卫视,http://hiliu.myds.me:18088/rtp/239.69.2.36:11370
江苏卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.144:8938
江苏卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.17:8076
江苏卫视,http://laopo995mz.gicp.net:88/rtp/239.69.2.36:11370
北京卫视,http://bk.myds.me:8899/rtp/239.254.96.141:8920
北京卫视,http://bk.myds.me:8899/rtp/239.254.96.16:8070
北京卫视,http://bk.myds.me:8899/rtp/239.69.2.22:11286
北京卫视,http://hiliu.myds.me:18088/rtp/239.254.96.141:8920
北京卫视,http://hiliu.myds.me:18088/rtp/239.254.96.16:8070
北京卫视,http://hiliu.myds.me:18088/rtp/239.69.2.22:11286
北京卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.141:8920
北京卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.16:8070
北京卫视,http://laopo995mz.gicp.net:88/rtp/239.69.2.22:11286
东方卫视,http://bk.myds.me:8899/rtp/239.254.96.142:8926
东方卫视,http://bk.myds.me:8899/rtp/239.254.96.2:7986
东方卫视,http://bk.myds.me:8899/rtp/239.69.2.37:11376
东方卫视,http://hiliu.myds.me:18088/rtp/239.254.96.142:8926
东方卫视,http://hiliu.myds.me:18088/rtp/239.254.96.2:7986
东方卫视,http://hiliu.myds.me:18088/rtp/239.69.2.37:11376
东方卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.142:8926
东方卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.2:7986
东方卫视,http://laopo995mz.gicp.net:88/rtp/239.69.2.37:11376
安徽卫视,http://bk.myds.me:8899/rtp/239.254.96.20:8094
安徽卫视,http://bk.myds.me:8899/rtp/239.69.1.70:10060
安徽卫视,http://hiliu.myds.me:18088/rtp/239.254.96.20:8094
安徽卫视,http://hiliu.myds.me:18088/rtp/239.69.1.70:10060
安徽卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.20:8094
安徽卫视,http://laopo995mz.gicp.net:88/rtp/239.69.1.70:10060
广东卫视,http://bk.myds.me:8899/rtp/239.254.96.140:8914
广东卫视,http://bk.myds.me:8899/rtp/239.254.96.22:8106
广东卫视,http://hiliu.myds.me:18088/rtp/239.254.96.140:8914
广东卫视,http://hiliu.myds.me:18088/rtp/239.254.96.22:8106
广东卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.140:8914
广东卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.22:8106
深圳卫视,http://bk.myds.me:8899/rtp/239.254.96.137:8896
深圳卫视,http://bk.myds.me:8899/rtp/239.254.96.34:8178
深圳卫视,http://hiliu.myds.me:18088/rtp/239.254.96.137:8896
深圳卫视,http://hiliu.myds.me:18088/rtp/239.254.96.34:8178
深圳卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.137:8896
深圳卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.34:8178
辽宁卫视,http://bk.myds.me:8899/rtp/239.254.96.19:8088
辽宁卫视,http://bk.myds.me:8899/rtp/239.69.1.71:10066
辽宁卫视,http://hiliu.myds.me:18088/rtp/239.254.96.19:8088
辽宁卫视,http://hiliu.myds.me:18088/rtp/239.69.1.71:10066
辽宁卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.19:8088
辽宁卫视,http://laopo995mz.gicp.net:88/rtp/239.69.1.71:10066
海南卫视,http://bk.myds.me:8899/rtp/239.254.96.24:8118
海南卫视,http://bk.myds.me:8899/rtp/239.69.1.151:10542
海南卫视,http://hiliu.myds.me:18088/rtp/239.254.96.24:8118
海南卫视,http://hiliu.myds.me:18088/rtp/239.69.1.151:10542
海南卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.24:8118
海南卫视,http://laopo995mz.gicp.net:88/rtp/239.69.1.151:10542
山东卫视,http://bk.myds.me:8899/rtp/239.254.96.21:8100
山东卫视,http://bk.myds.me:8899/rtp/239.69.1.69:10054
山东卫视,http://bk.myds.me:8899/rtp/239.69.2.38:11382
山东卫视,http://hiliu.myds.me:18088/rtp/239.254.96.21:8100
山东卫视,http://hiliu.myds.me:18088/rtp/239.69.1.69:10054
山东卫视,http://hiliu.myds.me:18088/rtp/239.69.2.38:11382
山东卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.21:8100
山东卫视,http://laopo995mz.gicp.net:88/rtp/239.69.1.69:10054
山东卫视,http://laopo995mz.gicp.net:88/rtp/239.69.2.38:11382
天津卫视,http://bk.myds.me:8899/rtp/239.254.96.29:8148
天津卫视,http://bk.myds.me:8899/rtp/239.69.1.68:10048
天津卫视,http://hiliu.myds.me:18088/rtp/239.254.96.29:8148
天津卫视,http://hiliu.myds.me:18088/rtp/239.69.1.68:10048
天津卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.29:8148
天津卫视,http://laopo995mz.gicp.net:88/rtp/239.69.1.68:10048
重庆卫视,http://bk.myds.me:8899/rtp/239.254.96.25:8124
重庆卫视,http://bk.myds.me:8899/rtp/239.69.1.149:10530
重庆卫视,http://hiliu.myds.me:18088/rtp/239.254.96.25:8124
重庆卫视,http://hiliu.myds.me:18088/rtp/239.69.1.149:10530
重庆卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.25:8124
重庆卫视,http://laopo995mz.gicp.net:88/rtp/239.69.1.149:10530
东南卫视,http://bk.myds.me:8899/rtp/239.254.96.26:8130
东南卫视,http://bk.myds.me:8899/rtp/239.69.1.108:10286
东南卫视,http://hiliu.myds.me:18088/rtp/239.254.96.26:8130
东南卫视,http://hiliu.myds.me:18088/rtp/239.69.1.108:10286
东南卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.26:8130
东南卫视,http://laopo995mz.gicp.net:88/rtp/239.69.1.108:10286
甘肃卫视,http://bk.myds.me:8899/rtp/239.254.96.187:9202
甘肃卫视,http://hiliu.myds.me:18088/rtp/239.254.96.187:9202
甘肃卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.187:9202
广西卫视,http://bk.myds.me:8899/rtp/239.254.96.23:8112
广西卫视,http://bk.myds.me:8899/rtp/239.69.1.191:10788
广西卫视,http://hiliu.myds.me:18088/rtp/239.254.96.23:8112
广西卫视,http://hiliu.myds.me:18088/rtp/239.69.1.191:10788
广西卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.23:8112
广西卫视,http://laopo995mz.gicp.net:88/rtp/239.69.1.191:10788
贵州卫视,http://bk.myds.me:8899/rtp/239.254.96.31:8160
贵州卫视,http://bk.myds.me:8899/rtp/239.69.1.150:10536
贵州卫视,http://hiliu.myds.me:18088/rtp/239.254.96.31:8160
贵州卫视,http://hiliu.myds.me:18088/rtp/239.69.1.150:10536
贵州卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.31:8160
贵州卫视,http://laopo995mz.gicp.net:88/rtp/239.69.1.150:10536
河北卫视,http://bk.myds.me:8899/rtp/239.254.96.113:9616
河北卫视,http://bk.myds.me:8899/rtp/239.254.96.185:9190
河北卫视,http://bk.myds.me:8899/rtp/239.69.1.157:10578
河北卫视,http://hiliu.myds.me:18088/rtp/239.254.96.113:9616
河北卫视,http://hiliu.myds.me:18088/rtp/239.254.96.185:9190
河北卫视,http://hiliu.myds.me:18088/rtp/239.69.1.157:10578
河北卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.113:9616
河北卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.185:9190
河北卫视,http://laopo995mz.gicp.net:88/rtp/239.69.1.157:10578
黑龙江卫视,http://bk.myds.me:8899/rtp/239.254.96.138:8902
黑龙江卫视,http://bk.myds.me:8899/rtp/239.254.96.92:8526
黑龙江卫视,http://hiliu.myds.me:18088/rtp/239.254.96.138:8902
黑龙江卫视,http://hiliu.myds.me:18088/rtp/239.254.96.92:8526
黑龙江卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.138:8902
黑龙江卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.92:8526
